Post ID	Product SKU	Product Title	Product Status	Product Status 2	Product URL	Product Description	Product Price	Product Regular Price	Product Sale Price	Product Stock Status	Product Image Gallery	Product Type	Product Materials	Product Period	Type	Gender	Collection
37757	152/O	Victorian 18ct Gold, Diamond & Sapphire Five Stone Ring	publish	sold	https://www.antiquejewellerycompany.com/shop/victorian-18ct-gold-diamond-sapphire-five-stone-ring	A good late Victorian five stone sapphire and diamond ring. It is 18ct gold and set with two natural sapphires of Burma origin and three bright white diamonds. It would make a pretty engagement ring.	1275	1275	N/A 	instock	37758,41867,37840,37842,37839,37838,37843,37841	simple	precious-stones/diamond/metals/gold/sapphire	victorian	antique-engagement-rings	female	N/A
4991	725C	Art Nouveau Silver & Enamel Pendant by James Fenton	publish	sold	https://www.antiquejewellerycompany.com/shop/art-nouveau-silver-enamel-pendant-by-james-fenton	A well designed pendant by James Fenton, who was a good Art Nouveau maker in the early 1900s based in Birmingham.	550	550	N/A 	instock	4992,4993,4994	simple	metals/silver/enamel	art-nouveau	antique-lockets-pendants	female	N/A
37761	14C/OJ	Victorian 18ct Gold Sapphire & Diamond Ring	publish	sold	https://www.antiquejewellerycompany.com/shop/victorian-18ct-gold-sapphire-diamond-ring	A pretty 18ct gold ring with small but bright diamonds and sapphires in a wave design across the top. It was made circa 1890-1900.	675	675	N/A 	instock	37762,37853,37854,37852,37851,37850,37856,37855	simple	precious-stones/diamond/metals/gold/sapphire	victorian	antique-engagement-rings	female	N/A
37763	150/O	Platinum &amp; Diamond Three Stone Crossover Ring	publish	sold	https://www.antiquejewellerycompany.com/shop/platinum-diamond-three-stone-crossover-ring	A pretty three stone diamond crossover ring that was made circa 1910-1920. It is all platinum with three good well matched diamonds. It would make a lovely engagement ring.	1875	1875	N/A 	instock	37764,41927,37860,37862,37858,37859,37857,37863,37861	simple	platinum/precious-stones/diamond/metals	edwardian	antique-engagement-rings	female	N/A
37765	332H	Edwardian 18ct Gold & Platinum, Two Stone Diamond Crossover Ring	publish	sold	https://www.antiquejewellerycompany.com/shop/edwardian-18ct-gold-platinum-two-stone-diamond-crossover-ring	A light and pretty crossover ring that was made circa 1910. It is set with two bright white diamonds with sweeping shoulders set with small diamonds. The top is platinum and the shank is 18ct gold.	1500	1500	N/A 	instock	37766,37867,37869,37864,37865,37866,37868	simple	N/A	edwardian	antique-engagement-rings	female	N/A
37767	330H	Art Deco Oval Swirl Design Silver & Marcasite Ring	publish	sold	https://www.antiquejewellerycompany.com/shop/art-deco-oval-swirl-design-silver-marcasite-ring	A well designed Art Deco silver ring made circa 1920-1930 and set with graded marcasite (iron pyrites) in a swirl pattern with a scalloped edge. It is pretty on the finger.	175	175	N/A 	instock	37768,37871,37870,37872,37873,37875,37876,37874	simple	marcasite/silver/metals	art-deco	antique-dress-rings	female	N/A
37769	151/O	Art Deco 18ct Gold, Platinum &amp; Diamond Ring	publish	sold	https://www.antiquejewellerycompany.com/shop/art-deco-18ct-gold-platinum-diamond-ring	A stylish Art Deco ring. The shank is 18ct yellow gold and the top is platinum. It is set with small diamonds with a square setting in the centre. It would be a pretty engagement ring.	975	975	N/A 	instock	37770,41928,37886,37888,37884,37885,37889,37890	simple	platinum/precious-stones/diamond/metals/gold	art-deco	antique-engagement-rings	female	N/A
37771	326H	Art Deco Silver, Carnelian & Marcasite Ring	publish	sold	https://www.antiquejewellerycompany.com/shop/art-deco-silver-carnelian-marcasite-ring	A large Art Deco silver ring that was made circa 1920-1930. It is set with an oval carnelian surrounded by graded marcasite (iron pyrites) in a typical Art Deco design. It looks very striking on the finger.	375	375	N/A 	instock	37772,37891,37892,37894,37895,37893	simple	carnelian/silver/metals	art-deco	antique-dress-rings	female	N/A
37773	331H	Diamond ?& Sapphire Three Stone Ring	publish	sold	https://www.antiquejewellerycompany.com/shop/diamond-sapphire-three-stone-ring	A lovely 18ct gold and platinum three stone diamond and sapphire ring. The sapphire is of Ceylon origin and the diamonds are good bright white stones. It would make a wonderful engagement ring.	1500	1500	N/A 	instock	37774,37878,37882,37877,37880,37881,37879	simple	platinum/precious-stones/diamond/gold/metals/sapphire	art-deco	antique-engagement-rings	female	N/A
5007	48D	Silver Cross Pendant	publish	available	https://www.antiquejewellerycompany.com/shop/silver-cross-pendant	An interesting silver cross which has a good strong design. There is also a collar that matches it listed in the necklace section.	295	295	N/A 	instock	5008,5009,5010	simple	silver/metals	art-deco	antique-lockets-pendants	female	N/A
37777	261H	Victorian 18ct Gold Carved Half Hoop Diamond Ring	publish	sold	https://www.antiquejewellerycompany.com/shop/victorian-18ct-gold-carved-half-hoop-diamond-ring	A good 18ct gold late Victorian ring. The shank is called a carved half hoop because of the decorated sides. The diamonds have a total weight of three quarters of a carat and are well matched old mine cut stones. There are small rose diamond points in between which give the ring a good outside line. It would make a lovely engagement ring.	1500	1500	N/A 	instock	37778,41920,37897,37899,37903,37901,37900,37902,37898	simple	precious-stones/diamond/metals/gold	victorian	antique-engagement-rings	female	N/A
37779	287H	Art Deco Diamond Set Eternity Ring	publish	sold	https://www.antiquejewellerycompany.com/shop/art-deco-diamond-set-eternity-ring	A good platinum eternity ring with a slightly curved edge. It is set with good evenly matched white diamonds with a total weight of 1.26 carats. It was made circa 1920-1930.	1875	1875	N/A 	instock	37780,41926,37904,37905	simple	precious-stones/diamond	art-deco	antique-eternity-swivel-rings	female	N/A
37781	N/A 	Silver Engraved Fox Brooch	publish	sold	https://www.antiquejewellerycompany.com/shop/silver-engraved-fox-brooch	A well modelled silver brooch of a fox for all you fox lovers out there!	N/A 	N/A 	N/A 	instock	37782,37912	simple	silver/metals	N/A	antique-brooches	male	christmas-gifts
37783	327H	Art Deco Silver & Marcasite Butterfly Clip Brooch	publish	sold	https://www.antiquejewellerycompany.com/shop/art-deco-silver-marcasite-butterfly-clip-brooch	An attractive silver clip of a butterfly. It has been set with graded marcasite (iron pyrites) in a lovely design. This was the costume jewellery of the 1920s. It imitated diamonds and platinum. It even has millegrain work around the stones.	175	175	N/A 	instock	37784,37919,37918	simple	silver/metals	art-deco	antique-brooches	female	N/A
5016	753C	Silver 1970s Bangle	publish	sold	https://www.antiquejewellerycompany.com/shop/silver-1970s-bangle	A stylish plain and braised silver bangle made in the 1970s in Birmingham when this style was fashionable.	175	175	N/A 	instock	5017,5018,5019,5020	N/A	silver/metals	modern	antique-bracelets-bangles	female	N/A
37785	328H	Silver & Black Opal Butterfly Brooch Attributed to Rhoda Wager	publish	sold	https://www.antiquejewellerycompany.com/shop/silver-black-opal-butterfly-brooch-attributed-to-rhoda-wager	N/A	375	375	N/A 	instock	37786,37920	simple	opal/silver/metals	art-deco	antique-brooches	female	N/A
37789	334H	Large 18ct White Gold, Ceylon Sapphire & Diamond Cluster Earrings	publish	sold	https://www.antiquejewellerycompany.com/shop/large-18ct-white-gold-ceylon-sapphire-diamond-cluster-earrings	A lovely pair of 18ct white gold sapphire and diamond cluster earrings. The sapphires are a beautiful cornflower blue colour and the diamonds are good well matched, bright white stones. They look wonderful on the ear.	3500	3500	N/A 	instock	37790,37927,37928,37926,37924,37925	simple	precious-stones/diamond/metals/gold/sapphire	modern	antique-earrings	female	N/A
37791	250K	Art Deco Diamond &amp; Onyx Round Earrings	publish	sold	https://www.antiquejewellerycompany.com/shop/art-deco-diamond-onyx-round-earrings	A striking pair of earrings set with a round onyx plaque in each one that is surrounded by small white diamonds. They look great on the ear and would be a very useful addition to a jewellery collection.	1875	1875	N/A 	instock	37792,37931,37932	simple	platinum/precious-stones/diamond/gold/onyx/metals	art-deco	antique-earrings	female	N/A
5024	739C	Steel Art Nouveau Guard Chain	publish	sold	https://www.antiquejewellerycompany.com/shop/steel-art-nouveau-guard-chain	A decorative Art Nouveau steel chain with pansy flower pieces at intervals around the chain. It is in original condition.	475	475	N/A 	instock	5025,5026	simple	iron-cut-steel	art-nouveau	antique-chains	female	N/A
37793	363H	"French 18ct Gold ?& Sapphire ""Belle Epoque"" Earrings"	publish	sold	https://www.antiquejewellerycompany.com/shop/french-18ct-gold-sapphire-belle-epoque-earrings	A really attractive pair of earrings which were made in France circa 1900-1910. They have each been set with a sapphire with a narrow platinum ring around it. They are a good weight and are 18ct gold.	1275	1275	N/A 	instock	37794,37799,37930,37929	simple	precious-stones/metals/gold/sapphire	edwardian	antique-earrings	N/A	N/A
5027	95D	Long Niello Silver Guard Chain	publish	sold	https://www.antiquejewellerycompany.com/shop/long-niello-silver-guard-chain	<p>A good example of a niello silver guard chain made circa 1910.</p>\r\n<p>Niello is a black mixture of copper, silver, and lead sulphides, used as an inlay on engraved or etched metal. It can be used for filling in designs cut from metal. It was and still is a difficult technique to execute so chains such as this one are always sought after.</p>	675	675	N/A 	instock	5028,5029,5030	simple	silver/metals	edwardian	antique-chains	female	N/A
37797	333H	Edwardian Oval 9ct Back & Front Locket	publish	sold	https://www.antiquejewellerycompany.com/shop/edwardian-oval-9ct-back-front-locket	An oval 9ct gold locket with metal inner frames and hinges. This is why it is marked 9ct back and front. It was made circa 1910 and is in lovely condition with a shield shape part of the design which could be personalised with an engraved monogram or name. Inside are two compartments for photographs.	295	295	N/A 	instock	37798,37914,37915,37916,37917,37913	simple	metals/gold	edwardian	antique-lockets-pendants	female	N/A
5031	750C	Edwardian Silver Gilt Amethyst Drops Necklace	publish	sold	https://www.antiquejewellerycompany.com/shop/edwardian-silver-gilt-amethyst-drops-necklace	This is such a pretty necklace. When worn It comes to life. The amethysts are a soft colour and the silver has been lightly gilded to offset them. It was made circa 1910 when necklaces with multi drops were in fashion.	675	675	N/A 	instock	5032,5033,5034	N/A	silver/metals/amethyst	edwardian	antique-necklaces	female	N/A
5035	70D	Trifari Green Paste Necklace	publish	sold	https://www.antiquejewellerycompany.com/shop/trifari-green-paste-necklace	A fun and full gilt metal necklace by Trifari, the American costume design company. It looks great on the neck and was made in the 1940s.	450	450	N/A 	instock	5036,5037,5038,5039	N/A	paste	retro	antique-necklaces	female	N/A
5040	97D	Green & White Paste & Silver Edwardian Necklace	publish	sold	https://www.antiquejewellerycompany.com/shop/green-white-paste-silver-edwardian-necklace	A lovely Belle Epoque silver and paste necklace designed in swags to copy the diamond and emerald pieces of the period. It is very convincing when worn and extremely pretty. It was made circa 1910 and was the costume jewellery of the period. Often pieces such as this are so well made that they look better than the real thing!	650	650	N/A 	instock	5041,5042,5043,5044	simple	paste/silver/metals	edwardian	antique-necklaces	female	N/A
5045	105C	Silver Gilt Hearts Necklace	publish	sold	https://www.antiquejewellerycompany.com/shop/silver-gilt-hearts-necklace	This is a really delicate necklace. It is silver which has been gilded and has thirteen small hearts suspended from the chain. It is marked 925 for Continental silver.	295	295	N/A 	instock	5046,5047,5048	N/A	silver/metals	edwardian	antique-necklaces	female	forget-me-not
5049	983C	Garnet Paste Silver Early Victorian Necklace	publish	sold	https://www.antiquejewellerycompany.com/shop/garnet-paste-silver-early-victorian-necklace	N/A	525	525	N/A 	instock	5050,5051,5052	simple	garnet/paste/silver/metals	victorian	antique-necklaces	female	N/A
5053	550C	Georg Jensen 18ct White Gold & Diamond Ring	publish	sold	https://www.antiquejewellerycompany.com/shop/georg-jensen-18ct-white-gold-diamond-ring	N/A	1275	1275	N/A 	instock	5054,5055,5056,16735,16734	simple	precious-stones/diamond/metals/gold	modern	antique-engagement-rings	female	bridal
5057	790B	Emerald & Diamond Rectangular Art Deco Ring	publish	sold	https://www.antiquejewellerycompany.com/shop/emerald-diamond-rectangular-art-deco-ring	A funky Art Deco emerald and diamond ring mounted in platinum. The vibrant green emerald is of Columbian origin and is surrounded by 16 diamonds weighing approximately 0.03cts each. A stylish, timeless design.	3300	3300	N/A 	instock	5058,5059,5060,5061	simple	platinum/precious-stones/diamond/metals/emerald	art-deco	antique-rings	female	wonder-room
5062	268C	Ruby & Diamond Chequerboard Victorian Ring	publish	sold	https://www.antiquejewellerycompany.com/shop/ruby-diamond-chequerboard-victorian-ring	This is a pretty ring. It would make an ideal ruby wedding anniversary present. The rubies are well matched and so are the diamonds. It was made circa 1870-1890 in the late Victorian period when this style of ring was in fashion. The shank is 18ct gold.	1500	1500	N/A 	instock	5063,5064,5065,5066	N/A	precious-stones/diamond/ruby/metals/gold	victorian	antique-engagement-rings	female	bridal
